,Location,Total Land Area (acres),Number of Cows,Farm Size,Quantity (liters/kg),Price per Unit,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
3452,Bihar,234.65,98,Medium,627.85,44.15,130,48.8,6344.0,Online,497,38.73,153.83
3453,Delhi,104.42,45,Small,871.45,90.98,522,88.63,46264.86,Retail,349,86.32,104.32
3454,Delhi,249.84,99,Small,729.25,67.1,676,65.2,44075.2,Online,53,43.94,67.62
3455,Chandigarh,389.54,44,Medium,648.05,25.26,561,28.45,15960.45,Wholesale,87,78.02,32.22
3456,Uttar Pradesh,901.96,60,Medium,330.15,62.77,70,62.06,4344.2,Wholesale,260,50.08,167.09
3457,Uttar Pradesh,377.59,77,Large,444.2,59.16,359,54.93,19719.87,Online,85,60.99,72.23
3458,Haryana,277.1,72,Large,907.58,73.12,85,70.27,5972.95,Online,822,71.21,159.89
3459,Chandigarh,902.7,70,Small,135.72,21.59,99,19.55,1935.45,Retail,36,93.6,158.78
3460,Bihar,317.16,12,Large,350.08,29.49,226,24.63,5566.38,Retail,124,44.44,30.96
3461,Uttar Pradesh,549.59,75,Large,301.07,26.75,77,29.88,2300.76,Online,224,50.91,59.64
3462,Madhya Pradesh,580.48,91,Medium,721.28,84.01,624,79.31,49489.44,Online,97,91.6,38.4
3463,Chandigarh,816.71,43,Large,735.02,66.93,88,67.66,5954.08,Online,647,63.09,88.8
3464,Haryana,695.39,42,Large,415.68,92.72,199,91.65,18238.35,Online,216,67.03,108.22
3465,Delhi,567.21,89,Medium,790.11,32.64,637,32.97,21001.89,Wholesale,153,25.86,41.52
3466,Kerala,488.7,29,Large,831.23,45.87,698,43.45,30328.1,Retail,133,19.43,35.84
3467,Telangana,610.36,99,Large,342.08,67.26,131,63.91,8372.21,Online,211,77.91,185.02
3468,Tamil Nadu,321.03,93,Large,628.3,16.92,501,20.38,10210.38,Wholesale,127,33.43,141.9
3469,Delhi,281.75,73,Small,330.94,70.51,274,71.49,19588.26,Wholesale,56,19.99,150.8
3470,Bihar,749.86,59,Medium,71.58,65.91,56,62.94,3524.64,Retail,15,45.5,81.4
3471,Maharashtra,983.02,47,Small,247.53,11.4,91,8.48,771.68,Wholesale,156,41.0,78.61
3472,Maharashtra,327.09,39,Medium,461.55,96.0,50,96.45,4822.5,Wholesale,411,95.45,57.91
3473,Maharashtra,736.31,42,Large,43.56,29.61,5,30.44,152.2,Online,38,32.27,156.42
3474,Tamil Nadu,166.48,96,Medium,418.73,12.8,376,15.91,5982.16,Wholesale,42,71.79,182.27
3475,Uttar Pradesh,955.51,60,Large,793.98,13.53,541,12.21,6605.61,Online,252,36.24,109.93
3476,Haryana,260.59,81,Large,459.94,42.29,270,40.04,10810.8,Online,189,37.97,25.33
3477,Bihar,861.44,69,Small,12.41,77.35,2,81.15,162.3,Online,10,77.92,147.02
3478,Kerala,763.16,16,Large,362.18,62.39,167,60.68,10133.56,Wholesale,195,33.11,97.73
3479,Delhi,301.07,39,Large,251.4,46.12,205,47.79,9796.95,Retail,46,20.28,77.11
3480,Delhi,316.08,38,Medium,848.89,66.12,376,69.93,26293.68,Online,472,37.23,183.87
3481,Chandigarh,336.24,70,Small,579.52,98.07,111,94.3,10467.3,Retail,468,67.83,122.21
3482,Jharkhand,971.94,11,Small,339.72,62.05,91,58.16,5292.56,Retail,248,58.08,148.62
3483,Gujarat,352.3,45,Large,369.96,12.53,236,14.28,3370.08,Retail,133,96.25,118.51
3484,Gujarat,561.76,24,Medium,977.9,96.21,524,97.78,51236.72,Online,453,87.89,87.66
3485,Chandigarh,421.96,98,Small,655.64,68.24,489,63.75,31173.75,Wholesale,166,64.36,32.95
3486,Delhi,664.55,92,Small,237.37,95.88,230,98.82,22728.6,Wholesale,7,70.69,188.28
3487,Kerala,351.5,53,Small,435.52,49.35,330,50.51,16668.3,Online,105,33.16,63.63
3488,Madhya Pradesh,482.84,67,Small,694.33,37.5,409,32.51,13296.59,Online,285,60.12,130.22
3489,Kerala,28.69,60,Medium,693.13,48.78,501,47.47,23782.47,Online,192,29.37,146.98
3490,Delhi,352.39,43,Medium,150.36,11.82,89,15.86,1411.54,Wholesale,61,17.24,136.78
3491,Kerala,288.03,92,Small,31.51,49.02,17,50.71,862.07,Retail,14,58.26,110.75
3492,Kerala,526.34,87,Small,849.34,94.53,706,91.56,64641.36,Online,143,45.8,83.88
3493,Jharkhand,694.52,60,Medium,222.35,26.73,142,26.61,3778.62,Retail,80,43.06,48.43
3494,Delhi,443.47,45,Small,662.04,67.96,437,69.12,30205.44,Wholesale,225,63.58,169.97
3495,West Bengal,45.63,45,Medium,163.41,45.15,103,46.46,4785.38,Online,60,21.44,105.3
3496,Karnataka,693.77,28,Small,893.14,21.12,55,24.34,1338.7,Retail,838,24.64,119.94
3497,Kerala,768.23,33,Medium,310.5,94.59,233,92.99,21666.67,Online,77,30.17,50.43
3498,Madhya Pradesh,202.91,42,Medium,66.74,70.48,30,71.68,2150.4,Retail,36,55.65,141.57
3499,Gujarat,956.3,89,Medium,375.63,30.93,93,27.75,2580.75,Online,282,44.54,164.91
3500,Karnataka,783.75,46,Small,937.77,90.35,565,89.54,50590.1,Wholesale,372,55.47,152.87
3501,Kerala,835.38,54,Large,781.75,38.54,587,41.6,24419.2,Wholesale,194,19.4,110.0
3502,Gujarat,204.17,44,Small,621.61,10.71,234,7.75,1813.5,Online,387,19.78,88.68
3503,Chandigarh,576.17,44,Small,595.09,23.97,32,24.02,768.64,Retail,563,82.2,62.36
3504,Kerala,442.43,20,Small,249.92,13.87,12,17.91,214.92,Retail,237,56.42,127.75
3505,Rajasthan,631.72,90,Large,967.11,76.56,424,73.1,30994.4,Retail,543,26.49,107.14
3506,Gujarat,686.64,73,Medium,287.81,40.15,86,44.49,3826.14,Online,201,46.43,30.9
3507,Jharkhand,54.9,32,Large,748.24,59.15,558,58.7,32754.6,Retail,190,58.61,140.78
3508,Telangana,650.25,27,Small,393.33,36.9,370,34.06,12602.2,Wholesale,23,60.16,157.73
3509,Madhya Pradesh,784.51,67,Large,483.23,95.9,385,97.06,37368.1,Online,98,96.76,40.85
3510,Chandigarh,645.39,63,Large,367.54,96.54,149,97.72,14560.28,Retail,218,47.31,154.72
3511,Delhi,543.7,17,Large,488.09,75.28,466,71.53,33332.98,Online,22,66.39,183.17
3512,Uttar Pradesh,773.2,58,Small,611.91,38.65,274,34.77,9526.98,Retail,337,34.7,172.93
3513,Rajasthan,482.11,84,Medium,195.02,54.84,11,55.29,608.19,Online,184,63.03,127.96
3514,Chandigarh,602.0,60,Medium,452.95,70.08,407,73.32,29841.24,Retail,45,64.36,132.27
3515,Haryana,368.79,67,Medium,571.18,31.05,445,34.72,15450.4,Retail,126,91.32,150.3
3516,Delhi,89.98,12,Medium,613.5,19.18,527,14.31,7541.37,Online,86,92.29,134.91
3517,Delhi,867.91,28,Small,644.57,49.31,174,45.43,7904.82,Online,470,89.58,135.44
3518,Rajasthan,98.31,62,Small,51.85,34.8,4,36.82,147.28,Wholesale,47,84.15,176.94
3519,Delhi,24.83,51,Medium,9.22,69.46,2,74.35,148.7,Wholesale,7,72.24,80.39
3520,Gujarat,254.27,89,Medium,79.05,49.82,35,45.41,1589.35,Retail,44,70.36,123.72
3521,Kerala,838.87,98,Medium,154.79,67.3,115,66.21,7614.15,Online,39,68.51,49.79
3522,Chandigarh,158.18,89,Medium,152.84,38.28,8,37.81,302.48,Wholesale,144,86.81,102.89
3523,Rajasthan,946.3,86,Medium,231.0,52.17,160,51.5,8240.0,Wholesale,71,12.23,174.01
3524,Chandigarh,885.53,71,Small,687.35,79.07,7,80.54,563.78,Online,680,59.54,169.61
3525,Chandigarh,947.11,20,Small,414.07,67.65,96,63.93,6137.28,Online,318,47.47,145.85
3526,Uttar Pradesh,64.54,67,Large,762.1,40.38,519,43.03,22332.57,Retail,243,39.41,112.63
3527,Haryana,642.6,50,Medium,591.77,99.68,376,94.92,35689.92,Retail,215,37.66,107.19
3528,Gujarat,508.28,47,Small,834.0,95.16,356,95.7,34069.2,Wholesale,478,90.16,147.48
3529,Bihar,319.24,76,Large,269.34,54.9,79,53.1,4194.9,Online,190,48.19,20.76
3530,Delhi,33.77,94,Medium,419.11,12.69,359,8.74,3137.66,Wholesale,60,83.91,192.98
3531,Haryana,372.96,14,Medium,818.16,34.52,672,30.97,20811.84,Wholesale,146,45.59,120.76
3532,Tamil Nadu,530.09,78,Medium,30.63,97.01,12,92.08,1104.96,Wholesale,18,14.92,144.29
3533,Madhya Pradesh,520.76,60,Large,881.26,79.24,718,78.17,56126.06,Online,163,86.08,147.57
3534,Maharashtra,643.61,96,Large,982.93,25.82,14,29.74,416.36,Retail,968,93.11,81.88
3535,Tamil Nadu,53.18,64,Large,815.01,84.42,539,83.2,44844.8,Online,276,73.3,156.5
3536,Uttar Pradesh,943.97,73,Small,941.77,80.81,242,83.75,20267.5,Retail,699,11.48,186.31
3537,Chandigarh,318.93,10,Small,212.88,64.9,175,68.14,11924.5,Wholesale,37,98.26,178.61
3538,Delhi,371.61,74,Small,265.17,83.31,154,87.51,13476.54,Wholesale,111,89.8,107.74
3539,Bihar,699.29,52,Small,37.76,49.2,24,50.71,1217.04,Retail,13,79.26,198.95
3540,Delhi,456.08,69,Medium,78.3,52.8,11,49.74,547.14,Online,67,53.68,130.73
3541,Bihar,339.58,86,Large,415.18,10.81,306,14.06,4302.36,Retail,109,38.41,46.21
3542,Tamil Nadu,451.13,43,Large,808.52,52.91,640,48.83,31251.2,Retail,168,93.4,138.52
3543,Delhi,601.58,97,Medium,278.17,58.43,270,58.1,15687.0,Online,8,21.2,79.5
3544,Madhya Pradesh,199.69,82,Small,873.82,32.05,279,36.0,10044.0,Retail,594,70.94,72.48
3545,Jharkhand,447.96,83,Small,911.54,60.77,529,63.99,33850.71,Online,382,30.55,104.4
3546,Rajasthan,590.12,66,Large,73.34,19.73,58,20.19,1171.02,Online,15,56.5,29.46
3547,Gujarat,959.48,16,Small,591.37,86.06,398,90.5,36019.0,Wholesale,193,58.1,93.06
3548,Bihar,20.07,62,Large,779.42,18.51,620,16.88,10465.6,Online,159,52.71,112.8
3549,West Bengal,577.03,89,Small,122.22,31.73,81,30.42,2464.02,Wholesale,41,86.37,81.59
3550,Bihar,568.21,42,Medium,868.13,86.01,458,89.81,41132.98,Online,410,28.31,79.08
3551,Rajasthan,86.12,51,Large,911.88,19.82,718,21.8,15652.4,Wholesale,193,52.84,53.85
3552,Tamil Nadu,197.98,97,Large,977.17,87.17,890,83.55,74359.5,Retail,87,64.55,76.02
3553,Uttar Pradesh,225.16,51,Medium,674.65,53.02,191,54.22,10356.02,Retail,483,36.66,136.27
3554,Haryana,39.75,29,Large,886.87,86.14,740,87.0,64380.0,Wholesale,146,86.41,104.58
3555,Jharkhand,89.31,44,Small,920.7,74.2,123,75.11,9238.53,Retail,797,73.67,92.43
3556,Tamil Nadu,12.89,83,Large,922.51,18.41,531,18.8,9982.8,Retail,391,35.14,170.44
3557,Rajasthan,710.29,18,Medium,396.9,11.99,265,15.98,4234.7,Wholesale,131,11.83,155.47
3558,Karnataka,406.59,57,Small,345.86,80.03,215,75.35,16200.25,Wholesale,130,98.13,103.58
3559,Chandigarh,395.15,58,Medium,513.31,33.78,340,38.18,12981.2,Retail,173,29.58,35.22
3560,Uttar Pradesh,247.07,14,Small,746.47,95.24,648,93.61,60659.28,Wholesale,98,65.85,124.18
3561,Madhya Pradesh,651.52,89,Medium,462.1,95.72,224,94.93,21264.32,Retail,238,24.85,117.69
3562,Tamil Nadu,755.44,76,Medium,617.09,75.67,550,75.0,41250.0,Retail,67,13.48,137.7
3563,Jharkhand,566.02,29,Large,568.46,33.58,137,33.72,4619.64,Online,431,96.23,67.51
3564,Rajasthan,338.76,96,Large,597.85,18.98,293,20.94,6135.42,Online,304,95.2,100.43
3565,Rajasthan,695.68,69,Small,469.37,45.8,234,45.5,10647.0,Wholesale,235,55.39,76.31
3566,West Bengal,128.56,69,Small,399.04,37.2,205,34.75,7123.75,Wholesale,194,28.57,138.91
3567,Tamil Nadu,578.48,54,Small,429.27,36.55,202,36.15,7302.3,Online,227,59.52,147.97
3568,Haryana,167.16,13,Medium,329.66,68.59,152,66.33,10082.16,Online,177,60.27,48.2
3569,Rajasthan,19.81,97,Medium,705.08,57.27,470,60.2,28294.0,Online,235,48.93,48.6
3570,Uttar Pradesh,988.88,91,Small,198.24,58.35,181,56.23,10177.63,Retail,17,58.6,67.34
3571,West Bengal,459.77,56,Medium,236.45,61.07,4,64.24,256.96,Wholesale,232,28.06,112.51
3572,Chandigarh,395.78,50,Small,929.13,52.15,600,52.33,31398.0,Online,329,99.53,65.43
3573,Maharashtra,689.6,17,Small,815.32,26.27,653,29.49,19256.97,Wholesale,162,94.48,117.21
3574,Jharkhand,222.69,98,Large,132.19,13.36,18,14.3,257.4,Online,114,54.22,26.77
3575,Chandigarh,282.77,51,Medium,225.59,34.93,201,39.01,7841.01,Online,24,55.18,178.32
3576,West Bengal,491.53,36,Large,243.92,75.22,229,79.76,18265.04,Retail,14,64.52,188.23
3577,Chandigarh,736.38,50,Small,576.21,18.32,451,19.84,8947.84,Retail,125,98.33,192.46
3578,Karnataka,19.25,71,Medium,852.61,89.01,449,93.48,41972.52,Wholesale,403,21.82,114.67
3579,Maharashtra,362.12,30,Small,958.76,54.83,676,56.49,38187.24,Wholesale,282,14.1,95.55
3580,Bihar,652.18,65,Large,755.93,65.2,507,63.75,32321.25,Online,248,82.49,151.69
3581,Haryana,16.16,34,Medium,790.5,88.32,211,92.0,19412.0,Retail,579,92.18,128.7
3582,Delhi,136.03,100,Large,964.22,19.37,605,15.01,9081.05,Online,359,24.22,92.05
3583,West Bengal,257.09,46,Medium,49.81,37.66,20,42.02,840.4,Retail,29,68.13,38.42
3584,West Bengal,944.65,14,Medium,604.41,83.22,43,78.26,3365.18,Online,561,60.38,147.79
3585,Chandigarh,557.24,65,Large,109.9,51.01,43,46.53,2000.79,Online,66,39.28,156.71
3586,Jharkhand,376.43,82,Medium,55.25,77.43,31,73.7,2284.7,Online,24,46.11,82.97
3587,Delhi,783.71,95,Small,264.52,83.61,225,87.93,19784.25,Online,39,89.32,60.54
3588,Kerala,837.22,75,Large,486.41,33.02,306,36.06,11034.36,Online,180,86.57,105.08
3589,Karnataka,378.18,92,Medium,787.84,53.68,312,56.98,17777.76,Online,475,76.25,114.81
3590,Telangana,82.51,69,Small,791.35,95.89,419,99.87,41845.53,Retail,372,87.37,148.34
3591,Chandigarh,929.05,48,Medium,437.47,33.97,29,33.3,965.7,Retail,408,42.03,129.26
3592,Chandigarh,183.5,99,Large,734.57,82.54,133,85.15,11324.95,Wholesale,601,79.13,168.31
3593,Jharkhand,131.86,38,Medium,112.28,44.36,5,39.54,197.7,Wholesale,107,26.41,185.98
3594,Jharkhand,589.35,28,Large,114.59,10.33,23,11.5,264.5,Wholesale,91,31.62,38.32
3595,Chandigarh,67.21,97,Medium,61.42,78.09,58,81.73,4740.34,Wholesale,3,16.41,124.48
3596,Kerala,632.44,27,Large,809.23,26.84,753,25.78,19412.34,Retail,56,29.7,124.78
3597,Delhi,737.58,87,Small,488.28,37.07,353,39.54,13957.62,Online,135,32.31,91.18
3598,West Bengal,79.6,80,Small,360.98,25.11,332,24.38,8094.16,Wholesale,28,26.24,162.51
3599,Delhi,654.5,38,Large,212.54,68.07,91,69.98,6368.18,Wholesale,121,16.61,47.61
3600,West Bengal,275.64,94,Large,473.17,16.41,329,19.7,6481.3,Online,144,74.88,118.71
3601,Jharkhand,973.78,81,Medium,814.54,72.7,443,74.56,33030.08,Retail,371,88.18,149.4
3602,Bihar,617.92,55,Large,919.38,39.7,652,41.14,26823.28,Online,267,58.25,42.27
3603,Chandigarh,522.07,33,Large,305.86,76.97,253,81.38,20589.14,Retail,52,21.87,105.11
3604,Bihar,962.98,74,Small,808.24,77.68,629,77.33,48640.57,Online,179,46.62,32.49
3605,West Bengal,827.56,87,Medium,438.76,66.24,251,62.63,15720.13,Wholesale,187,15.13,198.64
3606,Tamil Nadu,901.85,23,Small,437.31,53.62,267,53.64,14321.88,Retail,170,37.52,114.09
3607,Uttar Pradesh,363.66,21,Medium,228.11,46.01,181,44.87,8121.47,Wholesale,47,97.5,99.18
3608,Karnataka,84.35,17,Small,867.48,44.82,374,48.92,18296.08,Wholesale,493,56.91,172.39
3609,Chandigarh,165.21,66,Medium,765.31,94.71,444,98.1,43556.4,Online,321,47.54,53.42
3610,Chandigarh,916.26,52,Small,964.92,37.08,872,41.32,36031.04,Retail,92,52.43,157.56
3611,Chandigarh,111.31,77,Medium,486.19,12.13,224,13.31,2981.44,Retail,262,20.54,193.57
3612,Kerala,537.38,21,Medium,404.93,79.28,309,80.72,24942.48,Wholesale,95,56.64,67.71
3613,Rajasthan,738.06,93,Small,58.78,58.58,55,54.33,2988.15,Online,3,94.2,164.51
3614,Uttar Pradesh,331.18,31,Small,336.66,50.63,105,47.07,4942.35,Wholesale,231,26.48,42.05
3615,Telangana,415.77,72,Large,182.92,40.48,44,39.46,1736.24,Online,138,17.46,167.21
3616,Maharashtra,857.24,22,Large,304.07,23.07,137,21.25,2911.25,Retail,167,25.79,42.86
3617,West Bengal,540.82,72,Large,577.95,13.65,508,17.28,8778.24,Retail,69,57.65,161.02
3618,Haryana,664.83,29,Small,107.48,50.8,29,50.69,1470.01,Wholesale,78,87.42,196.17
3619,Delhi,322.16,70,Small,267.72,55.49,246,53.29,13109.34,Online,21,83.41,152.82
3620,Delhi,83.74,65,Large,532.02,29.72,97,31.26,3032.22,Wholesale,435,91.33,112.6
3621,Kerala,937.95,31,Large,886.1,56.71,591,57.83,34177.53,Wholesale,295,66.05,95.35
3622,West Bengal,104.2,85,Medium,281.54,10.86,122,9.26,1129.72,Wholesale,159,33.29,107.72
3623,Tamil Nadu,856.34,48,Large,580.35,74.14,96,70.75,6792.0,Wholesale,484,10.1,188.64
3624,Telangana,841.0,10,Small,36.21,52.82,31,54.59,1692.29,Wholesale,5,74.06,59.42
3625,Uttar Pradesh,288.84,98,Small,326.59,57.43,27,57.25,1545.75,Retail,299,77.36,82.02
3626,Tamil Nadu,633.92,78,Large,98.65,11.42,53,6.78,359.34,Retail,45,31.03,37.88
3627,Gujarat,195.49,55,Small,312.97,63.49,236,59.83,14119.88,Retail,76,35.48,60.32
3628,Tamil Nadu,92.68,57,Medium,283.63,85.5,262,80.74,21153.88,Wholesale,21,50.8,122.69
3629,Uttar Pradesh,830.88,85,Large,379.57,10.16,25,14.56,364.0,Wholesale,354,71.55,151.68
3630,Jharkhand,304.17,42,Medium,740.5,48.4,87,51.9,4515.3,Retail,653,92.97,78.08
3631,Kerala,985.12,62,Medium,111.61,26.19,81,22.38,1812.78,Wholesale,30,83.59,45.03
3632,Chandigarh,872.06,45,Small,216.12,62.3,192,64.54,12391.68,Wholesale,24,82.72,131.3
3633,Chandigarh,566.13,53,Large,878.28,89.5,272,92.79,25238.88,Retail,606,71.49,155.39
3634,Delhi,277.62,52,Large,979.51,62.15,591,66.0,39006.0,Wholesale,388,79.86,117.6
3635,Uttar Pradesh,441.14,25,Small,678.02,50.0,518,46.26,23962.68,Retail,160,93.87,154.84
3636,Chandigarh,863.7,46,Medium,365.99,27.73,181,30.55,5529.55,Online,184,32.88,117.33
3637,Rajasthan,368.54,100,Medium,599.73,97.03,291,96.88,28192.08,Online,308,59.57,169.07
3638,Madhya Pradesh,228.79,96,Medium,247.21,44.42,61,40.7,2482.7,Wholesale,186,79.58,93.44
3639,Bihar,679.06,55,Large,746.77,26.74,493,27.73,13670.89,Retail,253,25.89,54.57
3640,Bihar,368.22,88,Small,140.45,11.63,47,10.46,491.62,Online,93,74.3,129.28
3641,Jharkhand,97.07,27,Medium,822.86,36.01,575,33.76,19412.0,Online,247,67.09,45.85
3642,Bihar,38.74,27,Large,459.12,55.6,409,53.42,21848.78,Retail,50,92.41,79.05
3643,Jharkhand,322.03,53,Large,569.23,57.95,318,62.6,19906.8,Online,251,87.79,187.27
3644,Telangana,758.72,74,Small,787.46,50.55,547,51.2,28006.4,Retail,240,11.8,23.66
3645,Maharashtra,903.98,63,Small,460.26,69.57,45,73.22,3294.9,Wholesale,415,93.49,181.68
3646,Haryana,647.61,76,Medium,88.29,18.06,3,18.56,55.68,Online,85,95.12,36.0
3647,Kerala,696.29,61,Small,894.4,89.67,501,90.14,45160.14,Retail,393,89.4,152.72
3648,Jharkhand,865.37,12,Small,242.49,79.64,197,75.82,14936.54,Wholesale,45,75.46,42.15
3649,West Bengal,424.09,55,Large,545.27,98.79,535,103.57,55409.95,Wholesale,10,21.09,154.9
3650,Madhya Pradesh,400.38,42,Large,213.49,12.06,185,11.48,2123.8,Online,28,53.0,55.99
3651,Telangana,659.41,48,Large,23.02,38.67,14,41.24,577.36,Wholesale,9,64.09,97.33
3652,Uttar Pradesh,413.04,13,Small,601.27,20.58,513,15.86,8136.18,Wholesale,88,43.94,35.09
3653,Madhya Pradesh,750.33,89,Large,725.99,14.12,356,12.58,4478.48,Online,369,90.91,73.34
3654,Delhi,338.79,44,Medium,342.54,36.59,279,31.65,8830.35,Wholesale,63,92.93,111.86
3655,Rajasthan,886.01,67,Small,172.97,55.76,135,53.77,7258.95,Wholesale,37,33.77,165.62
3656,Chandigarh,738.31,39,Large,201.39,65.09,20,60.37,1207.4,Retail,181,39.71,160.96
3657,Chandigarh,446.34,62,Medium,341.02,47.42,264,50.18,13247.52,Retail,77,52.34,182.15
3658,Madhya Pradesh,976.07,19,Large,313.13,90.14,210,90.94,19097.4,Wholesale,103,66.82,52.29
3659,Telangana,281.8,18,Large,876.16,81.66,478,76.78,36700.84,Retail,398,96.94,156.65
3660,Jharkhand,592.36,74,Medium,960.56,41.89,40,37.98,1519.2,Retail,920,41.41,176.53
3661,Delhi,613.72,53,Large,993.38,46.25,416,45.14,18778.24,Retail,577,30.43,175.49
3662,Uttar Pradesh,394.61,89,Large,355.32,64.34,137,65.93,9032.41,Retail,218,15.99,31.21
3663,Delhi,820.09,69,Medium,81.26,16.92,66,13.76,908.16,Wholesale,15,77.73,66.62
3664,Madhya Pradesh,270.36,31,Medium,486.51,28.4,26,25.07,651.82,Online,460,97.01,147.97
3665,Rajasthan,285.23,99,Large,640.75,77.75,390,78.57,30642.3,Online,250,83.6,153.05
3666,Rajasthan,157.37,42,Small,139.05,75.45,4,73.94,295.76,Retail,135,36.98,28.49
3667,Delhi,230.29,34,Large,980.84,31.06,269,30.7,8258.3,Online,711,24.02,129.66
3668,Gujarat,730.84,46,Small,685.27,24.45,572,21.67,12395.24,Online,113,98.99,176.13
3669,West Bengal,915.01,42,Large,732.5,66.21,635,61.7,39179.5,Retail,97,87.15,31.39
3670,Chandigarh,291.07,50,Large,870.87,70.53,559,68.38,38224.42,Wholesale,311,82.19,78.4
3671,Delhi,738.15,33,Large,720.82,75.26,181,79.26,14346.06,Wholesale,539,58.65,107.2
3672,Telangana,629.75,59,Large,809.3,26.71,696,24.07,16752.72,Online,113,14.91,56.14
3673,Chandigarh,415.89,24,Small,934.25,83.89,670,79.53,53285.1,Online,264,80.91,47.05
3674,Chandigarh,150.72,70,Medium,920.39,63.41,571,66.93,38217.03,Retail,349,79.73,155.02
3675,Gujarat,132.91,92,Large,97.82,19.25,63,21.3,1341.9,Wholesale,34,43.42,58.82
3676,Rajasthan,690.98,94,Large,70.01,71.49,16,66.89,1070.24,Wholesale,54,90.3,100.46
3677,Bihar,538.37,67,Large,563.72,58.06,46,60.83,2798.18,Retail,517,61.72,94.15
3678,Maharashtra,769.93,26,Small,489.85,21.89,389,23.07,8974.23,Wholesale,100,75.44,60.55
3679,Jharkhand,425.32,11,Small,28.96,35.95,23,36.17,831.91,Retail,5,69.23,22.17
3680,Kerala,547.16,20,Medium,229.39,63.53,182,66.75,12148.5,Online,47,34.51,193.21
3681,Gujarat,535.42,59,Small,47.91,93.4,26,93.74,2437.24,Wholesale,21,84.31,127.7
3682,West Bengal,726.02,42,Large,540.25,85.75,260,83.11,21608.6,Online,280,30.32,56.53
3683,Rajasthan,52.25,13,Medium,434.1,70.83,317,75.54,23946.18,Wholesale,117,47.5,104.02
3684,Gujarat,536.76,40,Large,136.74,75.91,87,77.85,6772.95,Wholesale,49,39.94,147.49
3685,Gujarat,149.88,95,Small,293.82,14.17,49,15.59,763.91,Online,244,34.9,56.28
3686,Madhya Pradesh,143.55,34,Large,817.98,81.59,86,76.85,6609.1,Online,731,64.73,20.15
3687,Uttar Pradesh,47.77,66,Small,34.18,27.51,2,30.13,60.26,Wholesale,32,64.72,163.51
3688,Haryana,98.16,75,Small,418.72,78.95,94,75.33,7081.02,Wholesale,324,29.73,84.99
3689,Madhya Pradesh,397.19,40,Medium,155.56,52.05,33,51.82,1710.06,Wholesale,122,45.28,152.43
3690,Chandigarh,299.87,20,Small,42.5,16.86,37,17.44,645.28,Retail,5,47.35,171.75
3691,Madhya Pradesh,73.41,47,Medium,609.88,48.7,537,46.76,25110.12,Online,72,48.43,36.73
3692,Maharashtra,154.8,39,Large,263.35,41.74,198,44.16,8743.68,Online,65,62.43,169.77
3693,Telangana,490.54,42,Large,325.28,50.71,238,51.02,12142.76,Online,87,36.24,98.98
3694,Delhi,617.13,27,Large,965.9,37.52,217,35.41,7683.97,Retail,748,38.53,140.9
3695,Telangana,44.36,54,Large,867.42,68.58,91,71.11,6471.01,Retail,776,33.81,60.47
3696,Gujarat,613.28,34,Small,444.64,22.1,392,26.86,10529.12,Online,52,12.85,186.07
3697,Telangana,992.69,82,Medium,972.79,21.5,105,23.58,2475.9,Retail,867,53.4,136.29
3698,Haryana,693.13,90,Medium,537.13,87.11,89,83.79,7457.31,Online,448,19.28,152.57
3699,Chandigarh,913.95,41,Large,624.35,57.63,343,59.72,20483.96,Online,281,86.91,146.18
3700,Gujarat,394.11,67,Medium,718.17,82.73,501,87.62,43897.62,Online,217,67.11,195.45
3701,Gujarat,970.88,86,Medium,741.09,45.84,221,46.28,10227.88,Retail,520,64.44,175.79
3702,Kerala,900.42,72,Large,23.41,50.12,22,54.15,1191.3,Retail,1,68.75,47.77
3703,Madhya Pradesh,76.91,62,Small,621.44,26.38,23,27.42,630.66,Wholesale,598,15.59,53.37
3704,Haryana,52.45,68,Small,371.74,44.34,260,41.89,10891.4,Online,111,20.39,23.53
3705,Chandigarh,264.93,86,Small,672.12,23.49,186,21.67,4030.62,Retail,486,87.33,183.66
3706,Telangana,645.25,19,Medium,929.65,26.45,387,22.28,8622.36,Online,542,73.02,177.08
3707,Maharashtra,618.85,84,Large,382.56,81.77,350,77.91,27268.5,Online,32,10.67,187.13
3708,Tamil Nadu,354.03,97,Small,54.9,12.62,15,16.86,252.9,Wholesale,39,21.01,174.35
3709,Tamil Nadu,805.31,86,Large,81.82,29.49,9,32.28,290.52,Wholesale,72,81.06,61.1
3710,Tamil Nadu,410.61,75,Large,300.73,73.03,216,75.56,16320.96,Wholesale,84,66.14,132.83
3711,West Bengal,224.44,31,Small,470.34,29.12,165,32.85,5420.25,Wholesale,305,36.96,193.41
3712,Madhya Pradesh,583.01,28,Medium,411.68,50.89,211,48.09,10146.99,Online,200,84.27,51.21
3713,Delhi,905.14,92,Small,177.78,51.43,81,46.76,3787.56,Online,96,78.92,179.14
3714,Tamil Nadu,993.01,43,Medium,411.02,16.88,188,20.65,3882.2,Retail,223,41.39,185.85
3715,Chandigarh,571.44,13,Medium,90.01,64.32,11,66.37,730.07,Wholesale,79,70.47,22.49
